"Soccer";"English";"Soccer";"Barclays";"Premier";"League";"Fixtures";1;"January";;;"Sunderland";"v";"Man";"City";;;;;;;;;;;
"Match";"Odds";;;;;;;;;;;;;;;;;;;;;;;;
1325430000000;;;;;;;;;;;;;;;;;;;;;;;;;
"Timestamp";"Inplay";"delay";"Market";"ID";"Market";"status";"Selection";"ID";"Selection";"name";"BP1";"BV1";"BP2";"BV2";"BP3";"BV3";"LP1";"LV1";"LP2";"LV2";"LP3";"LV3";"Total";"matched";"LPM"
1325415774144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1912.4;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;646031.44;1.6;;;;;
1325415774144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415775144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415775144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1912.4;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;646031.44;1.6;;;;;
1325415775144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415776144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415776144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1912.4;1.59;12109.32;1.58;17186.07;1.61;4053.49;1.62;5855.65;1.63;2537.67;646031.44;1.6;;;;;
1325415776144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415777144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415777144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1758.61;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646352.25;1.61;;;;;
1325415777144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415778144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415778144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1758.61;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646352.25;1.61;;;;;
1325415778144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415779144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415779144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1758.61;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646352.25;1.61;;;;;
1325415779144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415780144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415780144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1758.61;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646352.25;1.61;;;;;
1325415780144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415781144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415781144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1758.61;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646352.25;1.61;;;;;
1325415781144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415782144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415782144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1758.61;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646352.25;1.61;;;;;
1325415782144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415783144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415783144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1716.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646436.06;1.6;;;;;
1325415783144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415784144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415784144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1716.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646436.06;1.6;;;;;
1325415784144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415785144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415785144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1716.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646436.06;1.6;;;;;
1325415785144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415786144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415786144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1716.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646436.06;1.6;;;;;
1325415786144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4730.05;4.4;4528.86;4.5;3025.55;42580.69;4.3;;;;;
1325415787144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415787144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1716.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646436.06;1.6;;;;;
1325415787144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415788144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415788144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1716.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646436.06;1.6;;;;;
1325415788144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415789144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415789144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1716.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646436.06;1.6;;;;;
1325415789144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415790144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415790144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1716.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646436.06;1.6;;;;;
1325415790144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415791144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415791144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1716.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646436.06;1.6;;;;;
1325415791144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415792144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415792144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1716.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646436.06;1.6;;;;;
1325415792144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415793144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415793144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1716.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646436.06;1.6;;;;;
1325415793144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415794144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415794144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1711.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646446.06;1.6;;;;;
1325415794144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415795144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415795144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1711.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646446.06;1.6;;;;;
1325415795144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415796144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;468.19;7.4;2103.3;7.6;2191.83;40831.36;7;;;;;;
1325415796144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1711.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646446.06;1.6;;;;;
1325415796144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415797144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415797144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1711.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646446.06;1.6;;;;;
1325415797144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415798144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415798144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1711.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646446.06;1.6;;;;;
1325415798144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415799144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415799144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1711.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646446.06;1.6;;;;;
1325415799144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415800144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415800144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1711.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646446.06;1.6;;;;;
1325415800144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415801144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415801144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1711.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646446.06;1.6;;;;;
1325415801144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415802144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415802144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1711.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646446.06;1.6;;;;;
1325415802144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415803144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415803144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1691.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646486.06;1.6;;;;;
1325415803144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3025.55;42640.69;4.3;;;;;
1325415804144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415804144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1691.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646486.06;1.6;;;;;
1325415804144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415805144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415805144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1691.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646486.06;1.6;;;;;
1325415805144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415806144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415806144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1591.7;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646686.06;1.6;;;;;
1325415806144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415807144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415807144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1572.92;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646723.6;1.6;;;;;
1325415807144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415808144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415808144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1572.92;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646723.6;1.6;;;;;
1325415808144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415809144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415809144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1572.92;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646723.6;1.6;;;;;
1325415809144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415810144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415810144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1572.92;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646723.6;1.6;;;;;
1325415810144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415811144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415811144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1572.92;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646723.6;1.6;;;;;
1325415811144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415812144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415812144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1572.92;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646723.6;1.6;;;;;
1325415812144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415813144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415813144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1572.92;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646723.6;1.6;;;;;
1325415813144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415814144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415814144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1572.92;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646723.6;1.6;;;;;
1325415814144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415815144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415815144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1571.25;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646727;1.6;;;;;
1325415815144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415816144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415816144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1571.25;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646727;1.6;;;;;
1325415816144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415817144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415817144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1571.25;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646727;1.6;;;;;
1325415817144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415818144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415818144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1571.25;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646727;1.6;;;;;
1325415818144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415819144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415819144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1571.25;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646727;1.6;;;;;
1325415819144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415820144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415820144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1571.25;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646727;1.6;;;;;
1325415820144;0;104570252;"ACTIVE";58805;"The";"Draw";4.2;2747.17;4.1;6177.66;4;5064.71;4.3;4867.68;4.4;4528.86;4.5;3193.18;42640.69;4.3;;;;;
1325415821144;0;104570252;"ACTIVE";56344;"Sunderland";7;1072.35;6.8;1286.65;6.6;865.38;7.2;467.7;7.4;2103.3;7.6;2191.83;40832.34;7.2;;;;;;
1325415821144;0;104570252;"ACTIVE";47999;"Man";"City";1.6;1571.25;1.59;12109.32;1.58;17186.07;1.61;4046.87;1.62;5855.65;1.63;2537.67;646727;1.6;;;;;
